Route_Name,Route_Link,Bus_Name,Bus_Type,Duration,Rating,Price
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35188,VENNELA (A.C. SLEEPER),6h 5m,"4
33",₹781
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3563,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 15m,"3.6
29",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35266,VENNELA (A.C. SLEEPER),6h 5m,"3.7
31",₹781
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3590,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 15m,"3.5
22",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3058,VENNELA (A.C. SLEEPER),6h 5m,"3.9
43",₹781
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3548,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 20m,"4.4
17",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35197,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 50m,"4.3
65",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35190,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 55m,"4.2
11",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3558,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),5h 25m,"4.3
197",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35136,INDRA(A.C. Seater),6h 15m,"3.8
57",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 20m,"3.8
21",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4726,INDRA(A.C. Seater),5h 20m,"3.5
8",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3586,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),5h 50m,"4
142",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35196,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"4.3
33",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 15m,"3.9
12",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35274,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 20m,"3.8
107",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 23701,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 15m,3.8,₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3592,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 20m,"3.3
17",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3572,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 25m,"4.2
86",₹648
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24252,INDRA(A.C. Seater),5h 30m,3.8,₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3822,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 10m,"3.7
13",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 50m,"3.4
26",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35267,INDRA(A.C. Seater),6h 15m,"3
68",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3749,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,"2.7
9",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3574,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 45m,"4.3
62",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 35m,"3.4
13",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 40569,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 50m,"3.2
23",₹480
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3634,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 20m,"3.8
78",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3598,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,"3.7
22",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35086,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 15m,"3.9
51",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3580,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 15m,"4
82",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24256,INDRA(A.C. Seater),5h 5m,"3.1
17",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9319,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,"3.8
23",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3576,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 35m,"4.1
113",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35154,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 20m,"3.5
35",₹444
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9363,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,"2.7
14",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24291,INDRA(A.C. Seater),5h,"2.1
23",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3578,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 15m,"3.8
101",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3722,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,"3
16",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3859,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 35m,"3.8
76",₹683
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3356,NIGHT RIDER (SEATER CUM SLEEPER),7h,"3.4
23",₹536
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4045,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 15m,"2.9
14",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3546,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 45m,"3.3
70",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3500,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 25m,"2.8
8",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"3.8
9",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2561,INDRA(A.C. Seater),5h 15m,"4.2
16",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3570,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 40m,"3.7
50",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3366,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 50m,3.8,₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7h 5m,"3.5
11",₹648
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2575,NIGHT RIDER (SEATER CUM SLEEPER),6h 20m,"2.4
16",₹512
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2674,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 50m,"4.2
14",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 50m,"1.2
6",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 98050,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"4.9
5",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2563,INDRA(A.C. Seater),5h 35m,"2.7
13",₹449
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,3.8,₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2680,VENNELA (A.C. SLEEPER),6h 30m,"3
16",₹703
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2798,INDRA(A.C. Seater),6h 35m,"2.6
13",₹567
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2688,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 45m,"4.8
14",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 23534,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 45m,3.8,₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 10m,"4
16",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2549,NIGHT RIDER (SEATER CUM SLEEPER),6h 10m,"2.3
9",₹476
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3557,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7h 15m,"3.2
53",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 45m,"2.6
10",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4880,STAR LINER(NON-AC SLEEPER 2+1),6h 10m,"2.4
8",₹565
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4898,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"2.2
6",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2678,NIGHT RIDER (SEATER CUM SLEEPER),6h 20m,"3.8
16",₹536
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2786,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 5m,"3.8
16",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3697,STAR LINER(NON-AC SLEEPER 2+1),7h,"4.5
23",₹565
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4351,STAR LINER(NON-AC SLEEPER 2+1),7h 30m,"4
39",₹565
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 38202,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 45m,"4.2
62",₹444
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2876,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"4.9
12",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 37801,INDRA(A.C. Seater),6h 45m,"4
15",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 15m,"3.6
9",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3544,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 15m,"3.9
48",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3969,INDRA(A.C. Seater),6h 15m,3.8,₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4896,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 25m,3.8,₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2587,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 50m,3.8,₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 98680,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 30m,3.8,₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 50m,"3.8
15",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 30m,"3.8
126",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3962,INDRA(A.C. Seater),6h 50m,3.8,₹567
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4043,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 55m,"4.2
42",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3927,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,3.8,₹452
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4795,INDRA(A.C. Seater),6h 40m,"3.3
26",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 25m,"2.7
10",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 40m,"3.6
7",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35212,STAR LINER(NON-AC SLEEPER 2+1),6h 10m,"4
10",₹565
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35064,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 52m,"3.9
30",₹480
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4920,INDRA(A.C. Seater),6h 50m,"4.4
13",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3622,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 5m,"3.8
102",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35172,STAR LINER(NON-AC SLEEPER 2+1),7h 30m,"4.3
42",₹622
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 5m,"3.7
31",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2676,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 15m,"4.5
29",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,"4.7
11",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4936,STAR LINER(NON-AC SLEEPER 2+1),6h,"2.2
8",₹607
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4813,INDRA(A.C. Seater),7h,"3.5
18",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4996,INDRA(A.C. Seater),5h 55m,"3.5
15",₹567
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9655,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 10m,"3.4
52",₹444
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 30m,"4
39",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 10m,"4
73",₹444
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4789,STAR LINER(NON-AC SLEEPER 2+1),6h 25m,"4.5
44",₹607
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4340,INDRA(A.C. Seater),6h 50m,"4.1
17",₹567
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3691,INDRA(A.C. Seater),6h 20m,"4
43",₹581
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 20m,"4.5
15",₹517
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4355,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 5m,"3.8
19",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4049,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 20m,"3.7
65",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3568,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 15m,"3.1
80",₹648
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3944,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 25m,"4.3
20",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3693,NIGHT RIDER (SEATER CUM SLEEPER),6h 35m,"3.9
55",₹655
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3582,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 35m,"3.5
143",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"4.1
33",₹480
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3909,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 5m,"3.8
101",₹444
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3695,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 50m,"4.2
20",₹480
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 1445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"4.5
52",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3560,INDRA(A.C. Seater),5h 45m,"3.9
94",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3824,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 40m,"4.1
19",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4791,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 20m,"4.5
36",₹670
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3839,VENNELA (A.C. SLEEPER),6h 10m,"3.7
86",₹795
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3952,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"4.1
31",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35106,VENNELA (A.C. SLEEPER),5h 40m,"4.5
43",₹781
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4371,INDRA(A.C. Seater),6h 25m,"4.5
37",₹528
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3542,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.9
49",₹480
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 23703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 15m,3.8,₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3508,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 15m,"3.2
40",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3883,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 15m,"3.8
43",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3826,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 50m,"3.4
32",₹436
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9935,STAR LINER(NON-AC SLEEPER 2+1),6h 15m,"4.1
125",₹622
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 55m,"3.5
24",₹480
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35270,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 15m,"3.5
98",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3279,VENNELA (A.C. SLEEPER),6h 5m,"4.5
38",₹781
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3510,STAR LINER(NON-AC SLEEPER 2+1),6h 15m,"3.9
89",₹565
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3514,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 50m,"4
113",₹469
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4037,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,"3.4
91",₹480
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3502,VENNELA (A.C. SLEEPER),6h 10m,"3.4
40",₹839
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3887,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 5m,"4.1
56",₹603
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3658,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 14m,"4.1
68",₹603
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2572,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 35m,"3.4
16",₹576
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 37800,INDRA(A.C. Seater),5h 30m,"4
17",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2562,INDRA(A.C. Seater),4h 57m,"2.7
6",₹449
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2677,NIGHT RIDER (SEATER CUM SLEEPER),5h 35m,"2.9
15",₹576
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2777,INDRA(A.C. Seater),6h 10m,"3.6
5",₹567
