Route_Name,Route_Link,Bus_Name,Bus_Type,Duration,Rating,Price
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50182,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.3
20",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6011,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.3
28",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50103,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",6h 45m,"3.8
35",₹412
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6019,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"4.7
21",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6074,INDRA(A.C. Seater),6h 30m,"3.7
65",₹526
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6066,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.2
46",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9267,INDRA(A.C. Seater),6h 30m,"3
64",₹526
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9255,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.6
54",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6015,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.6
37",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50194,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 30m,"4.1
106",₹716
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50013,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.6
40",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.5
39",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 5779,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,"2
20",₹496
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 5284,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h,3.7,₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 5226,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 15m,3.7,₹512
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 5296,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h,"2.9
4",₹512
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 7745,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 10m,"3.5
5",₹496
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 48484,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,3.7,₹496
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 46152,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 15m,3.7,₹512
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50079,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.8
29",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6558,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"3.7
7",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6017,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.9
40",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,"3.9
50",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6241,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",6h 30m,"2.8
43",₹412
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9253,INDRA(A.C. Seater),7h,"3.9
76",₹526
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50805,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,"3.8
36",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6007,INDRA(A.C. Seater),7h,"3.9
92",₹526
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6208,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 5m,"3.9
42",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9489,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,"3.2
40",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50192,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 15m,"3.7
91",₹716
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6238,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,"4.2
88",₹472
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9257,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 15m,"3.8
83",₹716
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 45775,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 30m,"3.6
77",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10h 6m,"3.9
9",₹624
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5866,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10h 1m,"4.7
8",₹602
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5913,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",9h 6m,"4.5
15",₹567
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 45901,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 20m,"4
39",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5915,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 5m,"4
6",₹605
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5725,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,"4.2
46",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 48820,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,"4.1
29",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5957,STAR LINER(NON-AC SLEEPER 2+1),6h 30m,"4.8
48",₹719
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5927,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,"4.4
45",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5895,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 20m,"4.6
17",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5973,STAR LINER(NON-AC SLEEPER 2+1),7h 30m,"4.4
77",₹719
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5378,INDRA(A.C. Seater),6h 40m,"4.2
124",₹671
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 20m,"4.2
68",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5858,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 50m,"3.8
19",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 48600,INDRA(A.C. Seater),6h 28m,"3.9
69",₹671
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"3.9
28",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5993,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,"3.8
39",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 48492,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"3.7
35",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 48603,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 33m,"4.2
72",₹852
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5901,STAR LINER(NON-AC SLEEPER 2+1),7h 30m,"4.6
80",₹719
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5875,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 45m,"3.4
18",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5069,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 20m,"3.8
34",₹556
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5925,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 40m,"4.3
34",₹555
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5019,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 42m,"3.9
27",₹855
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5905,INDRA(A.C. Seater),6h 50m,"4.2
82",₹671
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5919,VENNELA (A.C. SLEEPER),6h 36m,"4
112",₹992
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5856,STAR LINER(NON-AC SLEEPER 2+1),6h 55m,"3.4
35",₹719
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5903,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 5m,"4
50",₹852
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5180,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 45m,"3.4
27",₹556
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5053,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 15m,"3.6
26",₹556
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5803,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 35m,3.7,₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5225,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 5m,"3.8
5",₹512
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6014,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"4.2
39",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50012,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"3.5
23",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6004,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 25m,"3.8
22",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6016,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"3.1
11",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50078,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 50m,"3.8
21",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50061,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"2.3
16",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9252,INDRA(A.C. Seater),6h 30m,"4.3
65",₹526
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50102,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",7h,"1.9
11",₹412
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50804,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 55m,"4.6
9",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6006,INDRA(A.C. Seater),5h 15m,"2.8
46",₹526
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6209,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 30m,"3.8
22",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50191,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),4h 30m,"4
95",₹716
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"3.7
21",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9256,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),4h 25m,"3.2
77",₹716
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6237,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,"2.6
11",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50144,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"2.2
16",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6018,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 55m,"3.4
18",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6010,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 20m,"4.1
22",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",7h,"3.9
28",₹412
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 55m,"2.9
14",₹512
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6205,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 45m,"3.2
47",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6073,INDRA(A.C. Seater),5h,"3.9
87",₹526
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5295,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 5m,"3.3
10",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,"3.2
40",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6207,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 15m,"4
46",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5227,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 45m,"4.2
14",₹512
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6065,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 50m,"4.3
64",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 10m,"3.3
8",₹512
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9266,INDRA(A.C. Seater),5h 40m,"4.2
92",₹526
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 7744,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 5m,"3.4
6",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 48483,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 45m,"3.8
20",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9254,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,"4.2
75",₹472
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6008,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),4h 35m,"4
119",₹716
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 10m,"2
8",₹512
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 20m,"3.1
23",₹472
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 5677,Express Non AC Seater 2+3,3h 15m,"4.3
109",₹173
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7584,Express Non AC Seater 2+3,3h 15m,"3.7
44",₹173
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 5716,Express Non AC Seater 2+3,3h 30m,"4.3
18",₹173
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7592,Express Non AC Seater 2+3,4h,"5
23",₹173
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 6224,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",4h,"4.2
48",₹226
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7588,Express Non AC Seater 2+3,3h 15m,"3.9
55",₹173
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7586,Express Non AC Seater 2+3,4h,"3.9
53",₹173
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 6006,INDRA(A.C. Seater),2h 30m,"3.5
97",₹279
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 5675,Express Non AC Seater 2+3,4h,"3.5
50",₹173
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7594,Express Non AC Seater 2+3,4h,"4
21",₹173
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 5759,Express Non AC Seater 2+3,4h,"3.6
78",₹173
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7590,Express Non AC Seater 2+3,3h 15m,"4.1
46",₹173
